,index,table_title,table_context,query_type,standard,question_word,comparee_type,parameter,comparee,answer,question
3480,first,Human rights in Niger,DURATION Year,difference,partly free status,how many,year,partly free status,years,least,how many years was it before the first partly free status ?
3481,most,Florent Piétrus,Tournament Points per game,comparee,points per game,which,tournament,points per game,tournament,most,which tournament had the most points per game ?
3482,least,Florent Piétrus,Tournament Points per game,comparee,points per game,which,tournament,points per game,tournament,least,during which tournament did florent average the least points per game ?
3483,most,Florent Piétrus,Tournament Points per game,comparee,points per game,which,tournament,points per game,tournament,most,in which tournament did the team score the most points per game ?
3484,#,2006 UEFA European Under-21 Championship qualification,ORDINAL|O LOCATION 1st leg Team 2,difference,belgium,what,1st leg,belgium,the first,least,what was the difference in the first and second leg for belgium ?
3485,same,Nissan SR20DET,Car Engine,comparee,engine,which,car,engine,#,least,which engines are the same as the first entry ('89 u12 bluebird ltd) ?
3486,least,Nissan SR20DET,Engine,comparee,amount of power,which,engine,amount of power,engine(s),least,which engine(s) has the least amount of power ?
3487,first,Asafa Powell,City,comparee,city,which,city,city,city,least,which city is shown first on the table ?
3488,first,Asafa Powell,DURATION Year Time,comparee,time,was,year,time,#,least,when was the first time the race was finished in under 10 seconds ?
3489,least,Asafa Powell,Time City,comparee,time,what,city,time,city,least,what city is listed with the least time ?
3490,greater,Asafa Powell,DURATION Year,comparee,10 seconds,was,year,10 seconds,race,nan,when was the last race that was timed at greater than 10 seconds ?
3491,#,Miss Teen USA 1992,LOCATION Finalists State,difference,iowa,what,finalists,iowa,the finalists,nan,what is the difference in points between the finalists and average in iowa ?
3492,last,Miss Teen USA 1992,State,comparee,#,what,state,#,state,most,what state came in last in the evening gown competition ?
3493,first,Miss Teen USA 1992,State,comparee,position,who,state,position,#,nan,who placed first ?
3494,highest,Miss Teen USA 1992,State Finalists,comparee,finalists,who,state,finalists,#,most,who scored the highest in the swimsuit round ?
3495,#,1971 Minnesota Vikings season,DURATION Week Attendance,difference,attendance,what,week,attendance,week 1,nan,what was the difference in attendance from week 1 and week 12 ?
3496,least,1971 Minnesota Vikings season,Date,comparee,final score,which,date,final score,game date,least,which game date shows the least in the final score for a win ?
3497,first,Laredo Heat,DURATION Year,comparee,year,what,year,year,#,least,what was the first year they qualified after 2004 ?
3498,most,Laredo Heat,Playoffs,comparee,playoffs,which,playoffs,playoffs,results,most,which results were listed the most under the playoffs column ?
3499,most,Laredo Heat,Year Division League Regular Season Playoffs Open Cup,comparee,consecutive regular season 1st place finishes,what,#,consecutive regular season 1st place finishes,#,most,what was the most consecutive regular season 1st place finishes ?
3500,last,Laredo Heat,DURATION Year,comparee,year,#,year,year,#,most,last year not to make the open cup
3501,#,Laredo Heat,Year Division League Regular Season Playoffs Open Cup,comparee,first place regular season finishes,how many,#,first place regular season finishes,#,least,how many first place regular season finishes did the team have from 2004-2013
3502,last,Laredo Heat,Playoffs,comparee,playoffs,what,playoffs,playoffs,result,most,what was the result of the last playoffs ?
3503,first,2008 Canadian Grand Prix,Driver,comparee,driver,who,driver,driver,#,least,who placed first in the 2008 canadian grand prix ?
3504,fastest,2008 Canadian Grand Prix,Driver,comparee,#,who,driver,#,#,nan,who had the fastest lap time ?
3505,last,2008 Canadian Grand Prix,Driver,comparee,driver,who,driver,driver,#,most,who was the last driver listed to receive points ?
3506,least,2008 Canadian Grand Prix,Driver,comparee,amount of laps,which,driver,amount of laps,all the retired drivers,least,"of all the retired drivers, which of them completed the least amount of laps ?"
3507,most,2008 Canadian Grand Prix,Pos No Driver Constructor Laps Time/Retired Grid Points,comparee,drivers represent,which,#,drivers represent,country,most,which country did most drivers represent ?
3508,top,2008 Canadian Grand Prix,Driver,comparee,amount of points,who,driver,amount of points,#,least,who earned the top amount of points ?
3509,least,2006 Tecate Grand Prix of Monterrey,Driver,comparee,amount of points,which,driver,amount of points,driver,least,which driver earned the least amount of points.
3510,most,2006 Tecate Grand Prix of Monterrey,Driver Points,comparee,points,what,driver,points,driver,most,what driver earned the most points ?
3511,most,2006 Tecate Grand Prix of Monterrey,Driver,comparee,total point,what,driver,total point,the driver who received the most points,most,what is the total point difference between the driver who received the most points and the driver who received the least ?
3512,first,2006 Tecate Grand Prix of Monterrey,PERSON|PERSON Driver Driver,index,driver,which,driver,driver,alex tagliani,nan,which canadian driver finished first: alex tagliani or paul tracy ?
3513,least,2006 Tecate Grand Prix of Monterrey,Driver,comparee,amount of points,which,driver,amount of points,driver,least,which driver has the least amount of points ?
3514,first,1918–19 Ottawa Senators season,Date,comparee,game,what,date,game,date,least,what date was the first game played ?
3515,first,1918–19 Ottawa Senators season,#,index,#,was,#,#,#,least,the first win by the ottawa senators in the first half of the regular season was to...
3516,first,1918–19 Ottawa Senators season,#,comparee,lost,which,#,lost,team,least,the senators' first lost came against which team ?
3517,same,1918–19 Ottawa Senators season,DATE|DATE Date Date,index,total score,is,date,total score,december 26,equal,is the total score for december 26 the same score as january 2 ?
3518,first,Eddie Royal,DURATION Year,comparee,#,what,year,#,year,least,what year was eddie royal first in the leauge
3519,longest,Eddie Royal,Year Team Games Punt Return Attempts Punt Return Yards Punts Returned for Touchdown Punts Fair Caught Longest Punt Return Kickoff Attempts Kickoff Return Yards Kickoffs Returned for Touchdown Kickoffs Fair Caught Longest Kickoff Return,difference,punt,how,#,punt,#,most,"how long was denver bronco player eddie royal's longest punt return in 2008, a year when he made a total of 140 yards in punt returns ?"
3520,more,Playa de Oro International Airport,City Passengers,difference,passengers,how many,city,passengers,los angeles,more,how many more passengers flew to los angeles than to saskatoon from manzanillo airport in 2013 ?
3521,#,Playa de Oro International Airport,City Passengers,difference,passengers,#,city,passengers,los angeles,nan,the difference in passengers between los angeles and toronto
3522,most,Playa de Oro International Airport,Passengers Airline,comparee,passengers,which,airline,passengers,airline,most,which airline carries the most passengers ?
3523,least,Playa de Oro International Airport,City,comparee,number of passengers,which,city,number of passengers,city,least,the least number of passengers came from which city
3524,most,Playa de Oro International Airport,City Passengers,comparee,passengers,which,city,passengers,canadian city,most,which canadian city had the most passengers traveling from manzanillo international airport in 2013 ?
3525,more or less,Jari Litmanen,No. Date Home team Visiting team Goals Score Result Venue Competition,index,#,are,visiting team 	,#,the wins for finland,nan,are the wins for finland more/less than their losses at home ?
3526,first,Jari Litmanen,Date,comparee,face greece,what,date,face greece,year,least,in what year did finland first face greece ?
3527,#,Jari Litmanen,Date,difference,date,how long,#,date,jari litmanen's first international goal,least,"how long (rounded to the nearest month), was it between jari litmanen's first international goal and second international goal ?"
3528,first,Jari Litmanen,Competition,comparee,competition,what,competition,competition,name,least,what was the name of the first competition according to this chart ?
3529,#,Megumi Hayashibara,Album Notes Notes Notes Notes Notes Notes Notes Notes Notes Notes Notes Notes Notes,comparee,album,what,album,album,#,least,pulse was the first album what was the second ?
3530,last,Megumi Hayashibara,Album Notes Notes Notes Notes Notes Notes Notes Notes Notes Notes Notes Notes Notes,comparee,album,what,album,album,title,most,what is the title of the last album ?
3531,first,Megumi Hayashibara,Album Notes Notes Notes Notes Notes Notes Notes Notes Notes Notes Notes Notes Notes,comparee,album,what,album,album,name,least,what was the name of the first album released ?
3532,larger,"Pope County, Arkansas",MISC Township,comparee,land area,which,township,land area,townships,nan,"which townships in pope county, arkansas have larger land area than smyrna township ?"
3533,most,"Pope County, Arkansas",MISC Township,comparee,land area in miles,which,township,land area in miles,#,most,which has the most land area in miles ?
3534,least,"Pope County, Arkansas",MISC Township,comparee,amount of water area,which,township,amount of water area,township,least,"which township in pope county, arkansas has the least amount of water area ?"
3535,least,"Pope County, Arkansas",MISC Township,comparee,water area in miles,which,township,water area in miles,township,least,which township has the least water area in miles ?
3536,largest,"Pope County, Arkansas",MISC Township Population,comparee,population,which,township,population,township,most,which township has the largest population ?
3537,more,"Nambour, Queensland",Organisation,comparee,television,which,organisation,television,#,more,"which organization has more television channels in nambour, queensland, nine network or australian broadcasting commission ?"
